incident nummer,Beschrijving incident,hoofd afdelingen
1217976,CS Agenda: bevestigingsbericht wijzigen,Production A
1245332,CS Agenda: bevestigingsbericht wijzigen,Production A
1245738,CS Agenda: bevestigingsbericht wijzigen,Production A
1254532,CS Agenda: bevestigingsbericht wijzigen,Production A
1218096,CS Agenda: bevestigingsbericht verhuissing toevoegen,Production A
1209168,CS Agenda: Bevestigingsbericht gaat niet goed.,Production A
1242916,CS Agenda: bevestigingsbericht continentiepolie aanpassen,Production A
1216581,CS Agenda: bevestigingsbericht chi_media A,Overig
1190259,CS Agenda: Bevestigingsbericht aanpassen,Production A
1194844,CS Agenda: Bevestigingsbericht aanpassen,Commercial department
1202168,CS Agenda: Bevestigingsbericht aanpassen,Production A
1210288,CS Agenda: Bevestigingsbericht aanpassen,Production A
1239646,CS Agenda: Bevestigingsbericht aanpassen,Commercial department
1246745,CS Agenda: berichten op verkeerd papier,Production A
1204984,CS Agenda: Berichten Cardio Amsterdam,Production A
1206191,CS Agenda: berichten aanpassen,Production A
1241277,CS Agenda: bericht wachtlijst,Commercial department
1188894,CS Agenda: bericht aanpassen,Production A
1192335,CS Agenda: Bariatrie afspraakcode,Production A
1226270,CS Agenda: Agenda voor klantbespreking aanmaken.,Production A
1188418,CS Agenda: Agenda klachtencommissie maken,Production A
1240177,CS Agenda: afsprakenoverzicht op briefpapier,Production A
1226702,CS Agenda: Afsprakenoverzicht Allergologie H geeft locatie niet goed weer.,Production A
1241029,CS Agenda: afsprakenoverzicht aantal afspraakcodes,Production A
1229160,CS Agenda: afspraken verwijderen,Commercial department
1226133,CS Agenda: Afspraken SEH niet voldaan.,Commercial department
1224295,CS Agenda: afspraken SEH niet voldaan,Commercial department
1204107,CS Agenda: Afspraken na 24-04-2013 niet zichtbaar.,Production A
1189587,CS Agenda: Afspraken gecombineerd plannen,Production QA
1241042,CS Agenda: afspraakklantgroepen maken,Production A
1218150,CS Agenda: afspraakinformatie bij afspraakcodes aanpassen,Production A
1218141,CS Agenda: afspraakinformatie bij afspraakcodes,Commercial department
1250563,CS Agenda: afspraakcombinatie wijzigen,Production A
1210297,CS Agenda: afspraakcombinatie verschillende afspraken op zelfde tijdstip,Production A
1239678,CS Agenda: afspraakcodes in raster,Production A
1196818,CS Agenda: Afspraakcodes aanmaken,Onbekend
1213909,CS Agenda: afspraakcode wijzigen,Production A
1240467,CS Agenda: afspraakcode vervallen.,Commercial department
1197668,CS Agenda: Afspraakcode toevoegen,Production A
1188551,CS Agenda: Afspraakcode mist,Production A
1200082,CS Agenda: Afspraakbevestigingen komen niet juist uit de printer.,Production A
1193824,CS Agenda: Afspraak verwijderen,Production QA
1210410,CS Agenda: Afspraak verwijderen,Production QA
1243191,CS Agenda: Afspraak verwijderen,Commercial department
1246961,CS Agenda: afspraak verwijderd,Overig
1221749,CS Agenda: afspraak niet voldaan,Commercial department
1213608,CS Agenda: afspraak in verleden als niet voldaan zetten.,Production A
1223878,CS Agenda: Afspraak in het verleden toevoegen.,Production QA
1234132,CS Agenda: afspraak in Amsterdam heeft locatie Amsterdam,Commercial department
1209132,CS Agenda: Afspraak code kan niet meer worden gewijzigd.,Commercial department
1208638,CS Agenda: Afspraak bevestiging komt uit verkeerde la.,Production QA
1193094,CS Agenda: Afspraak autoriseren als niet verschenen,Production A
1194855,CS Agenda: Afdrukken spreekuur landscape,Commercial department
1224497,CS Agenda: activiteit toevoegen aan afspraakcode,Commercial department
1194719,CS Agenda: Aanpassingen in behandelkamers van Allergologie,Production A
1191272,CS Agenda: aanpassingen diversen,Onbekend
1225757,CS Agenda: Aanpassen tijd afspraakcode,Production A
1208155,CS Agenda: Aanpassen telefoonnummer poli Chirurgie H,Production QA
1210170,CS Agenda: Aanpassen omschrijving.,Production A
1219806,CS Agenda: Aanpassen geautoriseerde afspraak,Commercial department
1219822,CS Agenda: Aanpassen DBC gegevens.,Production A
1238246,CS Agenda: Aanpassen dagdeel,Production A
1208628,CS Agenda: Aanpassen brief.,Production A
1215862,CS Agenda: Aanpassen blControlekamerkades,Production A
1225095,CS Agenda: Aanpassen bevestigingsbrief.,Commercial department
1243369,CS Agenda: Aanpassen bevestigingsbrief.,Production A
1228070,CS Agenda: Aanpassen aspraakcodes,Production A
1216213,CS Agenda: Aanpassen agendacodes,Commercial department
1222036,CS Agenda: Aanpassen agendacode.,Production A
1210153,CS Agenda: Aanpassen agenda volgorde,Production A
1188694,CS Agenda: aanpassen agenda,Production A
1215685,CS Agenda: Aanpassen afspraakcodes.,Overig
1199947,CS Agenda: Aanpassen afspraakcodes,Production A
1198303,CS Agenda: Aanmaken subagenda's,Production QA
1218766,CS Agenda: Aanmaken subagenda's,Production A
1217277,CS Agenda: Aanmaken subagenda.,Production A
1222068,CS Agenda: Aanmaken subagenda.,Production A
1245242,CS Agenda: Aanmaken subagenda.,Overig
1216222,CS Agenda: Aanmaken subagenda,Production A
1216281,CS Agenda: Aanmaken subagenda,Production A
1238952,CS Agenda: Aanmaken subagenda,Production A
1191921,CS Agenda: aanmaken screeningsverpleegkundige: Esther Jannink,Commercial department
1209013,CS Agenda: Aanmaken Propress agenda.,Production A
1196645,CS Agenda: Aanmaken Perinatologie agenda,Production A
1198902,CS Agenda: aanmaken dagmeldingen,Production A
1198935,CS Agenda: aanmaken combi bericht.,Production QA
1225774,CS Agenda: Aanmaken agenda's,Production A
1210149,CS Agenda: Aanmaken agenda.,Commercial department
1210179,"CS Agenda: Aanmaken agenda, Artscode en CRM-ERP cursus",Commercial department
1200799,CS Agenda: Aanmaken agenda röntgenbespreking,Production A
1203999,CS Agenda: Aanmaken agenda en brief,Production A
1229048,CS Agenda: aanmaken afspraakcodes,Production A
1205294,CS Agenda: Aanmaken afspraakcode.,Commercial department
1214294,CS Agenda: Aanmaken afspraakcode,Production A
1226230,CS Agenda: Aanmaken afspraakcode,Production A
1249364,CS Agenda: Aanmaken afspraakcode,Production A
1252095,CS Agenda: Aanmaken afspraakcode,Production QA
1203171,CS Agenda: 2x Foutmelding DBC,Production A
1207372,CS Agenda: 2 x foutmelding dbc,Production A
1200795,CS Agenda:  verzoek tot aanvulling van de repeterende afspraken.,Production A
1195318,CS Agenda:,Production A
1247642,CS Agenda:,Production A
1214587,cs agenda vastlopers,Production A
1196533,CS agenda algehele traagheid,Production QA
1189452,CS Agenda / Stamtabel: Toevoegen subagenda en artscode,Commercial department
1240642,CS afspraken,Production A
1238900,CS afspraakbevestiging afdrukken -? RPC-server is unavailable,Production A
1189462,CS afdrukken label,Commercial department
1218167,CS Afdelingsbezettingsoverzicht: bedden anders dan collega's,Onbekend
1208000,CS adreswijziging doorgeven dv 5119,Onbekend
1202163,CS Activiteitenplan: sjabloon selecteren is veranderd,Production QA
1189481,CS Activiteitenplan: Overdracht (extern) verwijderen,Commercial department
1202167,CS Activiteitenplan: Orders geannuleerd na foutief ontslag,Commercial department
1189332,CS Activiteitenplan: kan anamnese niet wijzigen.,Production A
1215806,CS activiteitenplan,Commercial department
1239558,CS accountgegevens,Production A
1198352,CS account geblControlekamerkeerd,Commercial department
1221930,CS acceptatie: launch failed,Commercial department
1249088,CS aanpassen adres huisarts vincenten,Production A
1236617,CS 64bit lControlekameraal__geen omgevingen om uit te kiezen,Production A
1252310,CS 64bit lControlekameraal__geen omgevingen om uit te kiezen,Overig
1213441,CS 5119 niet bereikbaar,Commercial department
1248848,CS 3x foutieve e-verwijzen,HR advies
1206944,CS __ Dit werkstation moet nog de chipsoft update geïnstalleerd hebben,Production A
1223725,Cs  Ziscon: Voltooien order,Production A
1252600,Cs-   score kwetbare ouderen,Onbekend
1196341,Cs-,Commercial department
1205033,Cs-,HR advies
1224029,Cs-,Production A
1231045,Cs-,Production A
1242096,Cs-,Onbekend
1253977,Cs-,Onbekend
1191189,Cs,Onbekend
1196329,Cs,Production A
1208206,Cs,Commercial department
1237041,Crystal reports is niet te starten,Marketing
1227306,Croppen gaat niet goed.,Overig
1201376,crm-z01,Production A
1235332,CRM-ERP__Rogan loopt grotendeels bij de radiologie vast.,Production QA
1243605,CRM-ERP__ vrijdag en maandag zijn er geen uitslagen binnengekomen.,Onbekend
1232262,CRM-ERP__ Chipsoft kan niet worden opgestart,Marketing
1232546,CRM-ERP__ Chipsoft foutmelding,Marketing
1217105,CRM-ERP: Werkbalk doet vreemd,Production A
1255358,CRM-ERP: traagheid/ performance,Production A
1255361,CRM-ERP: traagheid/ performance,Production A
1255408,CRM-ERP: traagheid/ performance,Production A
1254237,CRM-ERP: traagheid EPD,Production A
1254465,CRM-ERP: Traagheid,Commercial department
1207315,CRM-ERP: Not enough storage is available to process this command,Production QA
1217113,CRM-ERP: Kan niet printen,Commercial department
1240283,CRM-ERP: kan CRM-ERP niet starten,Onbekend
1189829,CRM-ERP: Blijft hangen,Production A
1210609,CRM-ERP. Wil graag 2x CRM-ERP kunnen opstarten. Heeft 2 verschillende groepen in CRM-ERP.,Commercial department
1239762,CRM-ERP wordt automatisch afgesloten,Commercial department
1210198,CRM-ERP werkt niet,Production A
1223406,CRM-ERP vraag,Commercial department
1255385,CRM-ERP traagheid/ performance,Production A
1254240,CRM-ERP traagheid,Production A
1254247,CRM-ERP traagheid,Production A
1254249,CRM-ERP traagheid,Overig
1254460,CRM-ERP traagheid,Production A
1255880,CRM-ERP traagheid,Production A
1192961,"CRM-ERP traag/loopt vast, XENAPPA17-03",Production A
1249102,CRM-ERP traag bij receptie H,Marketing
1202287,CRM-ERP traag,Commercial department
1190961,CRM-ERP storing,Production A
1212415,CRM-ERP start op met foutmelding,Production QA
1193916,CRM-ERP start niet op,Production QA
1204272,CRM-ERP start niet op,Production A
1193939,CRM-ERP start niet,Production A
1198316,CRM-ERP start enorm traag,Overig
1206301,CRM-ERP sluit af zodra er een ander programma wordt opgestart.,Production QA
1230921,"CRM-ERP Scan PC staat in update, duurt lang",Marketing
1237447,CRM-ERP op server CTXA21-02 is heel traag,HR advies
1207257,CRM-ERP loopt vast. PDMSH,Commercial department
1189856,CRM-ERP loopt vast.,Production A
1210253,CRM-ERP loopt vast.,Production A
1202332,CRM-ERP loopt vast of wordt automatisch afgesloten,Marketing
1226113,CRM-ERP loopt vast bij het maken van afspraken,Production A
1189832,CRM-ERP loopt vast,Production A
1213955,CRM-ERP loopt vast,Facility management
1213958,CRM-ERP loopt vast,Facility management
1213960,CRM-ERP loopt vast,Facility management
1192238,CRM-ERP loopt telkens vast.,Production A
1204334,CRM-ERP lijkt ontzettend traag of loopt vast,Production A
1193949,CRM-ERP launch failed,Production A
1238868,CRM-ERP kan niet inloggen,Production A
1190358,CRM-ERP kan niet getoont worden op 2e scherm,Production A
1211693,CRM-ERP is vastgelopen en reageert nergens op,Commercial department
1192228,"CRM-ERP is traag, loopt vast",Production A
1189550,CRM-ERP is traag,Overig
1196228,CRM-ERP is traag,Overig
1255822,CRM-ERP is traag,Production QA
1249159,CRM-ERP is regelmatig erg traag,Production QA
1197249,CRM-ERP is met training in de avond ontzettend traag,Facility management
1225314,CRM-ERP is heel erg traag deze ochtend,Production A
1199602,CRM-ERP is enorm traag. Tevens sluit CRM-ERP af als outlook gebruikt wordt.,Overig
1190247,CRM-ERP inh vraag,Facility management
1189818,CRM-ERP hing,Production A
1189845,CRM-ERP hing,Overig
1189837,CRM-ERP hapert,Production A
1193920,CRM-ERP foutmelding launch failed,Production A
1254807,CRM-ERP erg traag op poli,Production A
1254675,CRM-ERP erg traag op afdeling KNO,Production A
1248992,CRM-ERP erg traag,Production A
1251228,CRM-ERP erg traag,Production A
1220902,CRM-ERP CS vast. Verplaatsen in de wachtkamer.,Production A
1188978,CRM-ERP blijft hangen,Production A
1223297,CRM-ERP blijft hangen,Overig
1249164,CRM-ERP agenda erg traag,Production A
1255711,CRM-ERP Afdrukken: Onenote,Production A
1220725,CRM-ERP account geblControlekamerkeerd.,Onbekend
1193210,CRM-ERP acceptatie koppeling met glims test,Production A
1215051,CRM-ERP Acceptatie database verplaatsen naar nieuwe SQL server Z17,Production A
1205198,CRM-ERP __ koppelingen worden niet doorverbonden.,Marketing
1233168,crm__wil graag een beheerder spreken,Production A
1247911,crm__loopt vast,Production A
1245697,crm__had inloggegevens nodig,Production A
1236693,crm__Gaat mis bij beeldverwerking/rapportages,Production A
1229185,"crm__foutmelding, sluit af na rapportage",Production A
1238366,crm__ applicatie is vastgelopen,Production A
1234189,crm: Programma voor scopen wordt niet gepakt.,Production A
1196775,crm: pc's zijn enorm traag na update van crm afgelopen zaterdag,Production A
1199762,crm: patiënt inlezen gaat niet,Onbekend
1206017,crm: kan niet printen naar printer pp49991,Production A
1214256,crm: Dhr. van Roermund kan niet printen naar de pra_ver1,Production A
1230857,crm: applicatie is beeindigd - bij aanklikken beelden bij verslag,Production A
1205375,crm:  Visual Studio Just-In-Time Debugger,Production A
1205594,crm. Wacht op reactie van de crm server. Controleer of de Eb service gestart is,Production A
1234506,crm. Mevr. Moonen koppeling die werkt niet.,Production A
1224160,crm. Elke keer geen signaal,Production A
1246627,crm. Cannot connect to the citrix metaframe server.,Production A
1212280,crm zwart beeld bij onderzoek,Production A
1224197,crm vliegt er steeds uit,Production A
1196670,"crm start wel, maar kan niet worden gebruikt: ""Applicatie is beëindigd"".",Production A
1209982,"crm start niet: ""crm wacht op een reactie van de server"".",Production A
1205599,crm Service worden gestart,Production A
1198116,crm probleem,Production A
1234559,crm Mevr. Moonen koppeling die werkt niet.,Production A
1242329,crm melding:  applicatie afgesloten XENAPPH4-03,Production A
1254946,crm machine loopt vast,Production A
1211804,crm krijgt geen melding dat de wasmachine voor endoscopen online is,Commercial department
1226476,crm icoon heeft hij niet,Production A
